sample_id,attack,original_text,attack_text,pred,spam_prob,is_spam_gt,is_pred_spam
1,url_obfuscation,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,spam,0.7576187215893216,1,1
1,typos,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,74355 XMAS iscomIng & ur awarded eitheerr å£500 CD gift vouchers & free entry 2 r å£100 weEkly draw txt MUSIC to 87066 Tn,spam,0.7808836556768908,1,1
2,original,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam,0.813564703857298,1,1
2,leetspeak,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","FR33 M3$$@G3 @c71v@73 y0ur 500 FR33 73x7 M3$$@g3$ by r3ply1ng 70 7h1$ m3$$@g3 w17h 7h3 w0rd FR33 F0r 73rm$ & c0nd1710n$, v1$17 www.07781482378.c0m",spam,0.7264050870749721,1,1
2,spacing,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","FRE.E MESSAGE Activate your 500_ FR-E.E Te_xt. M.essages by rep l_ying  t-o this m.es_sag-e wi-t h t.he word FRE E For terms & co-nditio n s, vi sit w_ww.077_8148237_8_.com",ham,0.37102493922110813,1,0
2,split_keywords,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","f r e e MESSAGE Activate your 500 f r e e Text Messages by replying to this message with the word f r e e For terms & conditions, visit www.07781482378.com",spam,0.6557705260255958,1,1
2,url_obfuscation,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www[.]07781482378[.]com",spam,0.7668137418222507,1,1
2,typos,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","FREE mESSAGE ctivAte your 500 FREE Txt Messages by rrelying To this messagee with thhe word FREE FFor tErms & conditions, visit www.07781482378.com",spam,0.8775256025105985,1,1
3,original,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,spam,0.799800221901289,1,1
3,leetspeak,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,FR33 f0r 1$7 w33k! N01 N0k1@ 70n3 4 ur m0b 3v3ry w33k ju$7 7x7 N0K1@ 70 87077 G37 7x71ng @nd 73ll ur m@73$. z3d P0B0x 36504 W45WQ n0rm150p/70n3 16+,ham,0.2613863333228282,1,0
3,spacing,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,FR EE for 1-st_ w eek! No1 Nokia t one 4 u.r- mob every w_e ek just t xt_ NOKI A to 87077 Get txting an d tell ur mate.s. zed- P_OBox 36504 W45WQ norm150p_/t-one  16+,ham,0.33263459401723533,1,0
3,split_keywords,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,f r e e for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,spam,0.7476703669191317,1,1
3,url_obfuscation,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates[.] zed POBox 36504 W45WQ norm150p/tone 16+,spam,0.799800221901289,1,1
3,typos,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,FREE for 1s week! No1 Nokiaa tone 4  mob everyy weeek Just ttxt NOKiA to 87077 GGeet tting anD tell ur mate. ed POBoX 36504 W45WQ norm150p/tone 16+,spam,0.6384942598358403,1,1
4,original,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam,0.7347858064281513,1,1
4,leetspeak,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,3nj0y 7h3 j@m$73r v1d30$0und g0ld club w17h y0ur cr3d17$ f0r 2 n3w v1d30$0und$+2 l0g0$+mu$1cn3w$! g37 m0r3 fun fr0m j@m$73r.c0.uk! 16+0nly H3lp? c@ll: 09701213186 ,ham,0.28567616856860834,1,0
4,spacing,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,Enjoy th.e ja_mster v_ideos-ound g-o ld clu.b with your c.redits for 2 n ew vi_deosou.nds.+2 logos+mu s-icnews_! get more fun fr om j.amster.co_.uk.! 16+o_nly H elp? call_: 09701213-186 ,spam,0.651436599958397,1,1
4,split_keywords,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam,0.7347858064281513,1,1
4,url_obfuscation,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster[.]co[.]uk! 16+only Help? call: 09701213186 ,spam,0.7347858064281513,1,1
4,typos,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,Enjoy the jamster videosound golld clubb with our creditS for 2 new videosouds+2 logos+musicnews! get more funn from jaamster.cO.ukk! 16+only Help? call: 09701213186 ,spam,0.6914154649611665,1,1
5,original,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,ham,0.24163035729177168,1,0
5,leetspeak,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,Burg3r K1ng - W@nn@ pl@y f007y @7 @ 70p $7@d1um? G37 2 Burg3r K1ng b3f0r3 1$7 $3p7 @nd g0 L@rg3 0r $up3r w17h C0c@-C0l@ @nd w@lk 0u7 @ w1nn3r,ham,0.0783178016588557,1,0
5,spacing,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,Burger King - Wanna play footy at a top sta dium? Get 2 Bur.ger Ki-ng be.fore 1st Sep.t and g.o L-arge or_ Su_per with Co.ca-Co_la an-d wa lk_ ou-t a winn_er ,ham,0.30733170848796515,1,0
5,split_keywords,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a w i n n e r,ham,0.21791861984232805,1,0
5,url_obfuscation,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,ham,0.24163035729177168,1,0
5,typos,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,Burger King - Wanna play footy at a top stadium? Get 2 Bugerr Kinng beffor 1st Sept and go Large or Super with Coca-Cola aNd waK Out a wwinnEr,ham,0.24733614940219456,1,0
6,original,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,0.6826814261104471,1,1
6,leetspeak,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U c@n W1N å£100 0f Mu$1c G1f7 V0uch3r$ 3v3ry w33k $7@r71ng N0W 7x7 7h3 w0rd DR@W 70 87066 7$C$ www.1d3w.c0m $k1llG@m3, 1W1n@w33k, @g316. 150pp3rm3$$$ub$cr1p710n",ham,0.4705488194593554,1,0
6,spacing,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can WIN å£100 of Mus-ic_ Gift Vo-uchers- every. wee-k s.t-arting NOW Txt. th-e word DRAW to 87066 TsCs. ww-w.Idew.com SkillGam-e, 1Winaw eek, age-16. 150pp-e_rmessSu bscript-ion",spam,0.6113278809214897,1,1
6,split_keywords,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can w i n å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,0.6353923231506455,1,1
6,url_obfuscation,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www[.]Idew[.]com SkillGame, 1Winaweek, age16[.] 150ppermessSubscription",spam,0.6272087853076506,1,1
6,typos,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can WIIN å£100 f Music Gift Vouchers evey wee starting NoW TTxT the woord DRAW to 87066 TsCss www.Ideww.com SkillGame, 1Wiinaweek, age16. 150ppeermessSubscrription",spam,0.5139124304256102,1,1
7,original,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,0.5767575788434667,1,1
7,leetspeak,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,Fr33M$g 70d@y'$ 7h3 d@y 1f y0u @r3 r3@dy! 1'm h0rny & l1v3 1n y0ur 70wn. 1 l0v3 $3x fun & g@m3$! N37c0ll3x L7d 08700621170150p p3r m$g r3ply $70p 70 3nd,ham,0.10706970276871045,1,0
7,spacing,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,Fre_eMsg- Today's the d.ay if you are ready! I'm hor-ny & live_ in you.r tow-n. I lo ve sex fun & game s! Ne.tcolle-x Ltd_ 087.00621170150p per. msg r eply S-top to end,ham,0.2599630729682468,1,0
7,split_keywords,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,0.5767575788434667,1,1
7,url_obfuscation,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg Today's the day if you are ready! I'm horny & live in your town[.] I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,0.5767575788434667,1,1
7,typos,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg Today's the day if you aare ready! I'm horny & ive in your towN. I love sexx fun & games! Netcolleex Ltd 08700621170150p per msg repply Stop to end,ham,0.4266425052977804,1,0
8,original,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,0.6582436918078355,1,1
8,leetspeak,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urg3n7 UR @w@rd3d @ c0mpl1m3n7@ry 7r1p 70 3ur0D1$1nc 7r@v, @c0&3n7ry41 0r å£1000. 70 cl@1m 7x7 D1$ 70 87121 18+6*å£1.50(m0r3FrmM0b. $hr@c0m0r$gl$upl7)10, L$1 3@J",ham,0.39167754549422157,1,0
8,spacing,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urgen_t UR award-ed a complimen-tary- t.ri-p to_ E_u_roDi-sinc T r-a.v, Ac_o&Ent ry 4_1 O.r å£1 00_0. To- claim  txt DI_S to 8712_1 18+6*å£1.50(more Frm-Mob. Shr A.c omOrSglSup lt)10, LS1 3AJ-",spam,0.7642327828331024,1,1
8,split_keywords,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","u r g e n t UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To c l a i m txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,0.5315606202179649,1,1
8,url_obfuscation,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000[.] To claim txt DIS to 87121 18+6*å£1[.]50(moreFrmMob[.] ShrAcomOrSglSuplt)10, LS1 3AJ",spam,0.6582436918078355,1,1
8,typos,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urent uR awarded a complimeenTary tRip to EurDisinc Trav, Aco&Enntr41 Or å£1000. TTo claim txt DIS to 87121 18+6*å£1.50(morefrmMoB. ShrAcomOrSlSuplt)10, LS1 3Aj",spam,0.630682116463703,1,1
9,original,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,0.620561774974161,1,1
9,leetspeak,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 h@v3 @ $3cr37 @dm1r3r wh0 1$ l00k1ng 2 m@k3 c0n7@c7 w17h U-f1nd 0u7 wh0 7h3y R*r3v3@l wh0 7h1nk$ UR $0 $p3c1@l-c@ll 0n 09058094597,ham,0.09970134988107154,1,0
9,spacing,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U. 447801259.2 3.1 ha_ve a se.cret adm.ire_r wh-o is l oo k.i-ng 2 make  cont_a-c-t wi-t.h U-fi.nd out- w.ho they- R*reveal w_ho_ t-hinks. UR so. specia.l-call_ on 09058094.59-7.,ham,0.2002900441396015,1,0
9,split_keywords,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,0.620561774974161,1,1
9,url_obfuscation,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,0.620561774974161,1,1
9,typos,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 have  secret admirer who is looking 2 make contaCt with U-fiind out who theey R*rreveal who thins UR o secial-calll on 09058094597,ham,0.42983783966382716,1,0
10,original,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop","FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",spam,0.8850431412485141,1,1
10,leetspeak,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop","FR33 R1NG70N3 73x7 F1R$7 70 87131 f0r @ p0ly 0r 73x7 G37 70 87131 f0r @ 7ru3 70n3! H3lp? 0845 2814032 16 @f73r 1$7 fr33, 70n3$ @r3 3xå£150pw 70 3å£nd 7x7 $70p",ham,0.12781835450496448,1,0
10,spacing,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop","FREE RIN-G_T ONE te.xt FI-RST to 8713-1 for  a_ poly o-r text GET  to 8713-1. for- a- tru_e ton-e! Help-? 0.8 45 2_814032 16- a-f_te-r 1s_t free, tones are- 3xå£150pw_ to eå£nd. txt stop",spam,0.9255984810683411,1,1
10,split_keywords,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop","f r e e RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st f r e e, tones are 3xå£150pw to eå£nd txt stop",spam,0.8117633404452915,1,1
10,url_obfuscation,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop","FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",spam,0.8850431412485141,1,1
10,typos,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop","FREEE RINGTONE tet FIRST to 87131 Fr a ppoly or text GET tO 87131 for a true tone! Help? 0845 2814032 16 aFter 1sst freE, tones are 3xå£150pw to eå£nd txt stop",spam,0.7844321572466281,1,1
11,original,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam,0.516381249058403,1,1
11,leetspeak,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","B3@r$ P1c N1ck, @nd 70m, P373 @nd ... D1ck. 1n f@c7, @ll 7yp3$ 7ry g@y ch@7 w17h ph070 upl0@d c@ll 08718730666 (10p/m1n). 2 $70p 73x7$ c@ll 08712460324",ham,0.06693240934066931,1,0
11,spacing,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","Bears P ic Ni.ck, and. T.om, Pet.e and  ... D_ick. I n- fact, a.ll type s try g-ay c hat with photo uploa d c_all 08718 73 0666 (1 0p/min). 2  stop texts cal-l 0871 2460 32 4",ham,0.19964163690747344,1,0
11,split_keywords,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam,0.516381249058403,1,1
11,url_obfuscation,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","Bears Pic Nick, and Tom, Pete and [.][.][.] Dick[.] In fact, all types try gay chat with photo upload call 08718730666 (10p/min)[.] 2 stop texts call 08712460324",spam,0.516381249058403,1,1
11,typos,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","Bear Pic Nick, ad Tom, Pete and ... Dick. In fat, all types try gay cHat with photo upload calL 08718730666 (10p/min). 2 stop texts ccall 08712460324",ham,0.4068012470551931,1,0
12,original,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,0.7546971082553001,1,1
12,leetspeak,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","URG3N7!! Y0ur 4* C0$7@ D3l $0l H0l1d@y 0r å£5000 @w@17 c0ll3c710n. C@ll 09050090044 N0w 70Cl@1m. $@3, 7C $, P0B0x334, $70ckp0r7, $K38xh, C0$7å£1.50/pm, M@x10m1n$",ham,0.20291132679690443,1,0
12,spacing,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","UR-GE-NT!! Y our 4* Costa Del Sol Hol.i_day or å.£5000 awa-it coll ectio-n . Call 0905.0_090044 Now t-oClaim. SAE, TC s, PO.Box3_34, Stockpor t., S K38_xh , Cost-å.£1.50/pm, Max10mins_",spam,0.6152490541747192,1,1
12,split_keywords,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","u r g e n t!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,0.716945436912756,1,1
12,url_obfuscation,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection[.] Call 09050090044 Now toClaim[.] SAE, TC s, POBox334, Stockport, SK38xh, Costå£1[.]50/pm, Max10mins",spam,0.7546971082553001,1,1
